date,title,link,abstract,paragraphs
21.04.2020,Dara Singh,https://en.wikipedia.org/wiki/Dara_Singh,"Dara Singh Randhawa (born Deedar Singh Randhawa; 19 November 1928 – 12 July 2012) was an Indian professional wrestler, actor and politician.","['Dara Singh Randhawa (born Deedar Singh Randhawa; 19 November 1928 – 12 July 2012) was an Indian professional wrestler, actor and politician.', 'He started acting in 1952 and was the first sportsman to be nominated to the Rajya Sabha (upper house) of India.', 'He worked as Hindi and Punjabi film producer, director and writer, and he acted in films and television.', 'He is known for his undefeated worldwide streak in wrestling and later being a successful movie star.', ""His role of Hanuman in film Bajrangi (1976) and in Ramanand Sagar's Ramayan made him popular.""]"
21.04.2020,Shatrughan Sinha,https://en.wikipedia.org/wiki/Shatrughan_Sinha,Shatrughan Sinha (born Shatrughan Prasad Sinha on 9 December 1945) is an Indian film actor and politician.,"['Shatrughan Sinha (born Shatrughan Prasad Sinha on 9 December 1945) is an Indian film actor and politician.', 'Apart from being member of Lok Sabha (2009–2014, 2014–2019) and Rajya Sabha twice, he was Union Cabinet Minister of Health and Family Welfare (January 2003 – May 2004) and Shipping (August 2004) in the Atal Bihari Vajpayee government.', 'He was elected to 15th Lok Sabha in 2009.', 'In 2016, his biography, entitled Anything but Khamosh, was released.']"
21.04.2020,Soundarya,https://en.wikipedia.org/wiki/Soundarya,"Soundarya Sathyanarayana  (18 July 1976 – 17 April 2004) was an Indian actress and producer who worked predominantly in Telugu and Kannada films, besides Tamil, Malayalam and Hindi films  in lead roles.In 2002, she received the National Film Award for Best Feature Film as producer for the Kannada film Dweepa.","['Soundarya Sathyanarayana  (18 July 1976 – 17 April 2004) was an Indian actress and producer who worked predominantly in Telugu and Kannada films, besides Tamil, Malayalam and Hindi films  in lead roles.In 2002, she received the National Film Award for Best Feature Film as producer for the Kannada film Dweepa.', 'She received two Karnataka State Film Awards for Best Actress, several Filmfare Awards South and the Nandi Awards for her performances in films such as Ammoru (1994), Anthapuram (1998), Raja (1999), Dweepa (2002) and Aaptamitra (2004).', 'At the peak of her career, Soundarya died in an aircraft crash near Bangalore on 17 April 2004, when she was on her way to Andhra Pradesh to campaign for the Bharatiya Janata Party.', ""Soundarya's first movie was the Kannada movie Gandharva in 1992, produced and directed by Hamsalekha."", 'In the same year, she entered Telugu movies (""Tollywood"") through the movie Raithu Bharatham, opposite Krishna.']"
21.04.2020,Divya Spandana,https://en.wikipedia.org/wiki/Divya_Spandana,"Divya Spandana (born 29 November 1982), who was known professionally as Ramya (Kannada: ರಮ್ಯಾ Ramyā), is an Indian film actress and politician who was the Member of Parliament in the Lok Sabha from Mandya,  Karnataka.","['Divya Spandana (born 29 November 1982), who was known professionally as Ramya (Kannada: ರಮ್ಯಾ Ramyā), is an Indian film actress and politician who was the Member of Parliament in the Lok Sabha from Mandya,  Karnataka.', 'She primarily works in Kannada film industry, but also appears in Tamil and Telugu language films.', 'Ramya is the recipient of two Filmfare Awards South, an Udaya Award, and a Karnataka State Film Award.', 'Spandana made her acting debut in the 2003 Kannada-language film Abhi.', 'Although she has sporadically worked in Tamil and Telugu films her work in Kannada film industry garnered her greater attention; she won the Udaya Award and Filmfare Award for Best Actress for the Amrithadhare (2005) and Tananam Tananam (2006) respectively.', 'Her performance as the eponymous heroine in the 2011 romantic drama Sanju Weds Geetha garnered her further critical success and a Karnataka State Film Award for Best Actress.', 'Ramya has also starred in the 2011 blockbuster fantasy film Katari Veera Surasundarangi and other commercially successful films including he 2016 epic-fantasy Nagarahavu.', 'Spandana joined the Indian National Congress in 2012 as a member of its youth wing; she later won a 2013 by-election to become a Member of Parliament for Mandya constituency in Karnataka, but was defeated in a general elections the following year.']"
21.04.2020,Srinivasan (Tamil actor),https://en.wikipedia.org/wiki/Srinivasan_(Tamil_actor),"Srinivasan (popularly known as Powerstar Srinivasan and sometimes simply Power) is an Indian actor and comedian, who has worked in the Tamil film industry.","['Srinivasan (popularly known as Powerstar Srinivasan and sometimes simply Power) is an Indian actor and comedian, who has worked in the Tamil film industry.', 'Beginning his career as a medical practitioner, he moved into finance before embarking on making films starring himself.', ""He then appeared in N. Santhanam's Kanna Laddu Thinna Aasaiya (2013) which gave him a breakthrough in receiving further offers for comic roles.""]"
21.04.2020,Sripriya,https://en.wikipedia.org/wiki/Sripriya,Sripriya is an Indian actress who played leading roles from 1973 to 1986.,"['Sripriya is an Indian actress who played leading roles from 1973 to 1986.', 'She started to play supporting roles from 1987 to 1992.', 'She has acted in over 300 films in Tamil, Telugu, Kannada, Malayalam and Hindi language films.', 'Mostly of 200 of these are Tamil films.', 'She has also directed films in Tamil and Telugu, including the 2014 film Drushyam in Telugu language.', 'She is a Core Committee Member of Makkal Needhi Maiam, a political party founded by Kamal Haasan.']"
21.04.2020,M. K. Stalin,https://en.wikipedia.org/wiki/M._K._Stalin,Muthuvel Karunanidhi Stalin (born 1 March 1953) is an Indian politician from Tamil Nadu and Leader of opposition in the Tamil Nadu Legislative Assembly  from 25 May 2016.,"['Muthuvel Karunanidhi Stalin (born 1 March 1953) is an Indian politician from Tamil Nadu and Leader of opposition in the Tamil Nadu Legislative Assembly  from 25 May 2016.', 'He is the son of the former  Chief Minister of Tamil Nadu, M. Karunanidhi.', 'President of the Dravida Munnetra Kazhagam (DMK) political party.', 'He was the 37th Mayor of Chennai from 1996 to 2002 and 1st Deputy Chief Minister of Tamil Nadu from 2009 to 2011.M.K.', ""Stalin was placed 30th position in the India's Most powerful personalities in 2019 by Indian Express.""]"
21.04.2020,Udhayanidhi Stalin,https://en.wikipedia.org/wiki/Udhayanidhi_Stalin,"Udayanidhi Stalin is an Indian politician, film producer and actor, who has worked on Tamil-language films.","['Udayanidhi Stalin is an Indian politician, film producer and actor, who has worked on Tamil-language films.', 'He entered the film industry as a film producer and distributor with his production studio, Red Giant Movies, and made films including Kuruvi (2008), Aadhavan (2009) and Manmadan Ambu (2010).', 'He subsequently made his debut as an actor through the romantic comedy, Oru Kal Oru Kannadi (2012) and has since continued producing and starring in his own films.']"
21.04.2020,Shekhar Suman,https://en.wikipedia.org/wiki/Shekhar_Suman,"Shekhar Suman (born 7 December 1962) is an Indian film actor, anchor, producer, director, and singer .","['Shekhar Suman (born 7 December 1962) is an Indian film actor, anchor, producer, director, and singer .']"
21.04.2020,Khushbu Sundar,https://en.wikipedia.org/wiki/Khushbu_Sundar,"Khushbu Sundar is an Indian film actress, producer and television presenter who has acted in more than 200 movies.","['Khushbu Sundar is an Indian film actress, producer and television presenter who has acted in more than 200 movies.', 'She is predominantly known for her work in the South Indian film industry.', 'She has received two Tamil Nadu State Film Awards for Best Actress and one Kerala State Film Award – Special Mention.']"
21.04.2020,Thol. Thirumavalavan,https://en.wikipedia.org/wiki/Thol._Thirumavalavan,Thirumavalavan or  Thol.,"['Thirumavalavan or  Thol.', 'Thirumavalavan (born 17 August 1962) is an Indian politician and Tamil activist, Member of Parliament in 15th Lok Sabha and the current President of the Viduthalai Chiruthaigal Katchi party in the state of Tamil Nadu in India.', 'He rose to prominence in the 1990s as a Dalit leader, and formally entered politics in 1999.', 'His political platform centres on ending the caste-based oppression of the Dalit, which he argues can best be achieved through reviving and reorienting.', 'He has also expressed support for Tamil nationalist movements and groups elsewhere.', ""He did his Bachelor's course in chemistry, master's degree in Criminology and pursued law at Madras Law College."", 'He completed his Ph.D at Manonmanium Sundaranar University and was awarded his doctorate in 2018.', ""He worked in the government's Forensic Department as a scientific assistant, from which he later resigned in 1999 to contest polls."", 'He contested the 1999 and 2004 general elections unsuccessfully and won the 2009 general elections from the Chidambaram constituency.', 'He won the 2001 state assembly elections in alliance with Dravida Munnetra Kazhagam (DMK), a post from which he resigned in 2004 quoting ideological differences with DMK.', 'He is an author, and has also acted in Tamil cinema.', 'His confrontation with Pattali Makkal Katchi and its leader Ramadoss has resulted in frequent clashes between Dalits and the Vanniyars.', 'Both parties have accused each other of instigating violence against the other community.', 'Both Thirumavalavan and Ramadoss reconciled their differences and worked together during the period of 2004 to 2009, when they were part of the same electoral alliance.', 'He embrace buddhism and his followers also']"
21.04.2020,Manoj Tiwari,https://en.wikipedia.org/wiki/Manoj_Tiwari,"Manoj Tiwari (born 1 February 1971) is an Indian politician, singer and actor serving as the Member of Parliament from North East Delhi.","['Manoj Tiwari (born 1 February 1971) is an Indian politician, singer and actor serving as the Member of Parliament from North East Delhi.', 'He contested the 2009 general election as a Samajwadi Party candidate from Gorakhpur Lok Sabha but lost to Yogi Adityanath.', 'Again, he contested 2014 Indian general elections as a Bharatiya Janata Party (BJP) candidate and won.', 'He was appointed as Delhi BJP president in 2016 .', 'He was the head of the BJP organisation in Delhi when the party recorded a record victory in 2017 MCD elections .', 'He was a contestant in Bigg Boss.']"
